neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365
West Town,41.90129,-87.68252,Entire home/apt,200,32,53,365
Albany Park,41.96885,-87.72479,Entire home/apt,97,2,165,323
Irving Park,41.95942,-87.71171,Entire home/apt,135,1,177,146
Woodlawn,41.77642,-87.59981,Entire home/apt,349,2,36,180
Hyde Park,41.80113,-87.60519,Private room,95,32,45,0
Lake View,41.94916,-87.66881,Entire home/apt,250,7,44,219
West Englewood,41.77595,-87.65479,Shared room,25,33,4,320
Logan Square,41.91639,-87.68823,Entire home/apt,65,32,165,83
Lake View,41.94661,-87.65398,Entire home/apt,329,7,36,199
Belmont Cragin,41.93603,-87.78646,Entire home/apt,60,60,4,364
West Town,41.90556,-87.69021,Entire home/apt,120,2,0,0
Irving Park,41.94827,-87.71429,Entire home/apt,175,4,55,330
West Town,41.89629,-87.67131,Entire home/apt,135,2,94,133
Near West Side,41.877445,-87.665092,Entire home/apt,100,3,174,40
Mckinley Park,41.82461,-87.6656,Entire home/apt,68,2,5,358
Bridgeport,41.8378,-87.65684,Entire home/apt,67,2,207,337
West Town,41.90993,-87.67017,Entire home/apt,49,1,51,0
Lower West Side,41.854916427665145,-87.65207787308223,Entire home/apt,114,2,233,226
West Town,41.89925,-87.68333,Entire home/apt,127,2,162,202
Near North Side,41.89598,-87.632,Entire home/apt,101,32,3,312
Near North Side,41.8923,-87.62734,Hotel room,173,1,69,345
Portage Park,41.94184,-87.76282,Entire home/apt,98,2,133,76
Near North Side,41.8923,-87.62734,Hotel room,173,1,3091,345
Jefferson Park,41.97851,-87.76757,Entire home/apt,85,2,193,158
Lake View,41.94477,-87.64486,Entire home/apt,100,1,32,0
East Garfield Park,41.88514,-87.7027,Entire home/apt,42,7,90,0
Near North Side,41.90104,-87.6336,Private room,285,2,10,290
North Center,41.939495654653534,-87.6875326993209,Entire home/apt,171,1,37,70
Lincoln Park,41.91268,-87.63575,Entire home/apt,140,32,12,288
Logan Square,41.91764,-87.69943,Entire home/apt,129,2,81,140
Edgewater,41.98628,-87.65477,Entire home/apt,110,3,89,337
West Town,41.90961,-87.66808,Private room,19,1,150,0
Douglas,41.84432,-87.62606,Private room,109,2,5,0
Near North Side,41.909633,-87.634233,Entire home/apt,191,1,203,326
Near South Side,41.85329,-87.62485,Entire home/apt,202,2,150,7
West Town,41.91126,-87.66975,Private room,19,1,156,0
West Town,41.91001,-87.67,Private room,19,1,162,0
Near West Side,41.8832,-87.69211,Entire home/apt,148,2,82,324
Near West Side,41.88115,-87.68796,Entire home/apt,108,2,68,69
North Center,41.9425,-87.67816,Entire home/apt,158,32,178,214
Rogers Park,42.0122,-87.66552,Entire home/apt,207,60,0,365
Lincoln Park,41.92757,-87.66244,Entire home/apt,184,2,27,0
Lincoln Park,41.92904,-87.66278,Entire home/apt,139,2,17,0
Portage Park,41.93881,-87.75719,Private room,94,32,1,365
Austin,41.88274,-87.76554,Private room,41,3,29,292
West Town,41.90351,-87.67261,Hotel room,216,1,24,162
West Town,41.90223,-87.67085,Hotel room,196,1,30,164
West Town,41.90249,-87.67248,Hotel room,192,1,5,161
Lake View,41.95073,-87.6594,Entire home/apt,139,2,142,315
West Town,41.90212,-87.67242,Hotel room,216,1,7,161
West Town,41.9006,-87.69838,Entire home/apt,183,2,74,172
West Town,41.902,-87.67062,Hotel room,162,1,19,162
Grand Boulevard,41.81118,-87.61185,Entire home/apt,250,2,41,270
Uptown,41.96724,-87.65115,Entire home/apt,135,2,265,316
Lower West Side,41.85484,-87.6588,Private room,79,3,50,1
West Town,41.90332,-87.67271,Hotel room,152,1,55,165
West Town,41.9023,-87.67078,Hotel room,168,1,70,156
West Town,41.90409,-87.6711,Hotel room,196,1,63,164
Rogers Park,42.01288,-87.67219,Private room,81,3,68,224
Portage Park,41.95784,-87.74516,Entire home/apt,71,2,178,198
Lincoln Park,41.92896,-87.64116,Entire home/apt,150,32,0,0
Englewood,41.78977,-87.63453,Private room,29,1,43,86
Logan Square,41.92003,-87.70175,Private room,60,1,21,78
Lincoln Park,41.92815,-87.66478,Entire home/apt,207,2,61,265
Lincoln Park,41.92782,-87.66459,Entire home/apt,228,2,44,261
Lake View,41.94685,-87.64711,Entire home/apt,90,32,6,0
North Park,41.98448,-87.73079,Entire home/apt,77,2,168,26
West Town,41.91112,-87.67027,Private room,19,1,14,0
Near North Side,41.9003,-87.62172,Private room,100,2,145,61
Austin,41.88246,-87.76522,Private room,39,3,35,358
Near North Side,41.89051,-87.62292,Entire home/apt,210,32,0,365
Logan Square,41.92756,-87.69046,Entire home/apt,109,3,116,168
Near West Side,41.8824,-87.68145,Entire home/apt,74,1,112,54
West Town,41.90866,-87.679,Entire home/apt,297,3,9,239
West Town,41.897764,-87.655612,Entire home/apt,100,1,152,345
Armour Square,41.84987,-87.63486,Entire home/apt,250,2,134,94
Hegewisch,41.65462,-87.54937,Entire home/apt,80,2,125,210
Near North Side,41.8923,-87.62734,Hotel room,173,1,22,345
Lake View,41.95394,-87.66738,Entire home/apt,193,2,89,217
Humboldt Park,41.90143,-87.71667,Entire home/apt,140,2,11,364
Calumet Heights,41.7297,-87.57875,Shared room,25,2,33,0
Near North Side,41.90018,-87.62185,Entire home/apt,288,2,102,33
West Town,41.90939,-87.69293,Entire home/apt,91,21,3,27
Near North Side,41.89937,-87.62111,Entire home/apt,201,2,200,40
Ohare,41.97614,-87.84523,Entire home/apt,70,21,12,46
West Ridge,41.99867,-87.6964,Entire home/apt,80,2,193,340
West Town,41.90085,-87.67306,Entire home/apt,199,32,68,200
West Town,41.89915,-87.66739,Entire home/apt,85,32,15,0
Archer Heights,41.81278,-87.72698,Entire home/apt,40,32,41,0
North Lawndale,41.86629,-87.7168,Entire home/apt,250,2,17,90
Austin,41.88356,-87.76541,Private room,45,3,33,346
Woodlawn,41.78379,-87.59842,Entire home/apt,110,1,128,101
Lincoln Park,41.91415,-87.63639,Entire home/apt,169,32,7,255
Grand Boulevard,41.81685,-87.61667,Entire home/apt,190,3,36,187
Near North Side,41.89053,-87.63745,Entire home/apt,170,60,1,365
Lake View,41.95385,-87.66694,Entire home/apt,211,1,218,333
Lake View,41.95361,-87.66546,Entire home/apt,210,1,177,322
New City,41.79921,-87.64459,Entire home/apt,150,30,28,365
Lincoln Square,41.96876,-87.70035,Entire home/apt,110,1,33,1
Near West Side,41.88265,-87.64358,Entire home/apt,198,32,71,198
Avondale,41.94085,-87.71697,Entire home/apt,85,2,58,290
Avondale,41.9332,-87.70901,Entire home/apt,150,2,43,80
Near North Side,41.89884,-87.62117,Entire home/apt,242,2,192,38
Lake View,41.94005,-87.64644,Entire home/apt,185,3,70,0
Edgewater,41.98351,-87.66751,Entire home/apt,199,3,95,47
Humboldt Park,41.88864,-87.72008,Private room,70,1,100,77
Logan Square,41.92192,-87.68306,Entire home/apt,116,32,18,111
Lincoln Square,41.96799,-87.68115,Entire home/apt,336,32,40,89
North Center,41.952763,-87.686211,Entire home/apt,254,2,58,61
Logan Square,41.9292,-87.69591,Entire home/apt,80,2,88,37
Lincoln Park,41.91331,-87.63998,Entire home/apt,93,33,43,169
Near West Side,41.88202,-87.6835,Private room,100,32,0,274
Avondale,41.93272,-87.72247,Entire home/apt,65,1,85,55
South Shore,41.7649,-87.56884,Private room,34,30,10,72
New City,41.79576,-87.66162,Private room,28,32,27,77
Lincoln Park,41.92147,-87.65427,Entire home/apt,152,2,84,51
Armour Square,41.85295,-87.63725,Private room,60,1,101,299
Near South Side,41.84814,-87.61885,Entire home/apt,229,32,0,361
Logan Square,41.92727,-87.69462,Entire home/apt,85,32,30,0
Douglas,41.83125,-87.62037,Entire home/apt,106,2,159,301
Lake View,41.95409,-87.66835,Entire home/apt,82,1,271,12
Lincoln Square,41.970813,-87.680812,Entire home/apt,317,1,115,77
West Town,41.88936,-87.64777,Entire home/apt,170,90,1,259
Near West Side,41.88762,-87.64605,Entire home/apt,162,90,0,365
Mckinley Park,41.83101,-87.6681,Entire home/apt,85,2,71,0
Lincoln Park,41.91376,-87.63784,Entire home/apt,90,32,31,165
West Town,41.9099,-87.66682,Entire home/apt,204,3,144,134
Ohare,41.97309,-87.84193,Entire home/apt,250,32,40,365
New City,41.79442,-87.66167,Private room,27,32,18,137
Lower West Side,41.85548,-87.67985,Entire home/apt,83,2,224,77
Lake View,41.93924,-87.64225,Entire home/apt,314,2,134,202
Logan Square,41.9221,-87.686065,Entire home/apt,76,1,190,338
East Garfield Park,41.87717,-87.70436,Private room,70,32,2,78
Lake View,41.94193,-87.66657,Entire home/apt,65,2,3,0
South Lawndale,41.85309,-87.69624,Entire home/apt,71,32,45,295
Lower West Side,41.84879,-87.68473,Private room,42,5,8,1
West Garfield Park,41.88594,-87.72223,Entire home/apt,101,1,108,179
Douglas,41.83406,-87.61045,Entire home/apt,80,3,58,222
Logan Square,41.924163,-87.704342,Entire home/apt,93,1,143,326
Bridgeport,41.84352,-87.63915,Entire home/apt,125,3,77,328
West Lawn,41.78118,-87.73739,Entire home/apt,54,32,78,0
West Town,41.9137,-87.68238,Entire home/apt,147,32,3,0
Rogers Park,42.01957,-87.66426,Entire home/apt,178,32,71,352
West Town,41.9084,-87.68364,Entire home/apt,195,3,72,74
Albany Park,41.96143,-87.72214,Private room,65,2,59,307
Garfield Ridge,41.7942,-87.79218,Entire home/apt,99,1,50,80
Armour Square,41.85715,-87.6338,Entire home/apt,299,2,72,190
Armour Square,41.85669,-87.63226,Entire home/apt,299,2,100,222
Near South Side,41.85797,-87.63388,Entire home/apt,299,2,105,214
Lower West Side,41.85754,-87.66587,Entire home/apt,94,2,115,51
Lower West Side,41.85694,-87.67701,Entire home/apt,87,2,154,145
Near West Side,41.88101,-87.6803,Private room,35,1,70,137
Calumet Heights,41.72798,-87.57824,Shared room,22,2,49,245
West Town,41.89739,-87.67186,Entire home/apt,110,2,54,186
Near West Side,41.87241,-87.68399,Private room,31,32,0,45
Morgan Park,41.69191,-87.6815,Private room,25,32,0,132
Norwood Park,41.98295,-87.8196,Private room,38,14,37,260
Edgewater,41.99565,-87.66217,Entire home/apt,200,2,133,27
Logan Square,41.91918,-87.70321,Entire home/apt,99,2,95,0
Lincoln Park,41.9152,-87.65341,Entire home/apt,163,32,20,0
West Garfield Park,41.87605,-87.72218,Private room,39,32,9,159
West Town,41.905739,-87.674858,Entire home/apt,317,2,49,360
Kenwood,41.81472,-87.59928,Entire home/apt,150,32,23,178
Near North Side,41.89862,-87.62138,Entire home/apt,150,32,3,365
Near North Side,41.90074,-87.62465,Entire home/apt,183,2,15,245
Near North Side,41.89759,-87.62277,Entire home/apt,105,28,15,360
Near North Side,41.89843,-87.62186,Entire home/apt,150,32,0,365
Irving Park,41.95457,-87.72258,Entire home/apt,150,2,78,304
West Town,41.90176,-87.67139,Entire home/apt,139,32,79,233
Hyde Park,41.789,-87.58865,Entire home/apt,248,1,10,360
Logan Square,41.92142,-87.702,Entire home/apt,104,32,111,247
Greater Grand Crossing,41.76678,-87.63288,Shared room,105,2,8,363
Near North Side,41.8923,-87.627335,Hotel room,173,1,9,345
Near West Side,41.87202,-87.68713,Entire home/apt,189,32,34,0
East Garfield Park,41.87784,-87.7134,Entire home/apt,245,2,11,356
Near North Side,41.892509,-87.616173,Hotel room,168,1,592,345
Near North Side,41.892509,-87.616173,Hotel room,42,1,496,345
Irving Park,41.96038,-87.70027,Entire home/apt,60,3,6,0
Pullman,41.72055,-87.59305,Entire home/apt,215,2,107,363
Montclare,41.9318,-87.79291,Private room,125,3,42,146
Near West Side,41.86644,-87.65344,Private room,99,2,75,310
West Town,41.90231,-87.67174,Entire home/apt,111,32,77,365
North Center,41.93726,-87.67514,Private room,134,1,13,66
Lincoln Park,41.92712,-87.66859,Entire home/apt,126,2,72,352
West Town,41.90018,-87.6664,Entire home/apt,168,32,1,0
Logan Square,41.92572,-87.67827,Entire home/apt,217,1,200,138
Lower West Side,41.853803,-87.671873,Entire home/apt,117,1,147,286
Calumet Heights,41.728,-87.57715,Shared room,20,2,19,74
Near North Side,41.89848,-87.62176,Entire home/apt,140,32,0,365
Austin,41.88424,-87.76742,Private room,39,3,21,319
Lake View,41.9404,-87.65246,Entire home/apt,103,1,150,350
Near North Side,41.88914,-87.6354,Entire home/apt,185,32,0,365
Near North Side,41.898904,-87.62797,Entire home/apt,157,32,1,229
Lake View,41.93871,-87.6523,Entire home/apt,149,1,152,344
Logan Square,41.9302,-87.69725,Entire home/apt,107,2,123,86
Lake View,41.94094,-87.6522,Entire home/apt,108,1,133,351
West Town,41.90817,-87.69164,Entire home/apt,122,18,10,78
Near North Side,41.89137611511568,-87.62026858088534,Entire home/apt,250,32,5,365
Lake View,41.94115,-87.65076,Private room,275,3,15,358
West Town,41.89348,-87.65212,Private room,67,32,7,92
Near North Side,41.89216,-87.62972,Entire home/apt,240,32,0,0
Logan Square,41.92286,-87.69829,Entire home/apt,120,30,3,365
Humboldt Park,41.91307,-87.7042,Entire home/apt,135,1,104,79
Portage Park,41.962604,-87.77551,Entire home/apt,61,1,145,323
Near North Side,41.89846,-87.621681,Entire home/apt,160,32,5,365
Edgewater,41.97675323486328,-87.66390991210938,Entire home/apt,126,1,122,317
Irving Park,41.95481,-87.69889,Entire home/apt,110,32,48,209
North Park,41.98464,-87.71787,Entire home/apt,83,60,21,178
Near North Side,41.89862,-87.62173,Entire home/apt,130,32,5,333
Lower West Side,41.85555,-87.67277,Entire home/apt,60,2,46,23
Humboldt Park,41.90762,-87.71031,Entire home/apt,55,32,28,179
Near West Side,41.87786,-87.67936,Entire home/apt,99,1,138,314
Near West Side,41.88634,-87.6482,Entire home/apt,225,90,0,365
Lincoln Park,41.91588,-87.6353,Entire home/apt,120,32,0,90
Near West Side,41.86573,-87.65609,Private room,66,2,131,298
Near West Side,41.878445,-87.680006,Entire home/apt,317,1,126,334
North Park,41.9841,-87.71603,Entire home/apt,165,2,3,238
North Park,41.98242,-87.71792,Private room,165,2,13,252
North Park,41.982,-87.71611,Entire home/apt,286,2,75,237
Near North Side,41.89862,-87.62138,Entire home/apt,150,32,2,365
Washington Park,41.78525,-87.61666,Entire home/apt,18,32,23,0
Chatham,41.74915,-87.61742,Entire home/apt,89,3,53,328
Near North Side,41.89627,-87.62597,Entire home/apt,69,32,2,49
Near North Side,41.8923,-87.627335,Hotel room,173,1,264,345
Near North Side,41.89315,-87.61506,Entire home/apt,95,32,1,0
Irving Park,41.95911,-87.70584,Entire home/apt,203,2,54,107
West Town,41.90465,-87.67233,Entire home/apt,90,1,58,312
West Town,41.89239,-87.67986,Entire home/apt,75,32,5,0
Edgewater,41.98612,-87.66991,Entire home/apt,89,2,162,203
West Town,41.901,-87.66607,Entire home/apt,105,200,41,0
Norwood Park,41.98295,-87.8196,Private room,42,6,9,110
Rogers Park,42.01375,-87.68298,Entire home/apt,230,3,17,39
Logan Square,41.92299,-87.70296,Entire home/apt,109,3,124,269
Near North Side,41.892509,-87.616173,Hotel room,42,1,137,345
Near North Side,41.8923,-87.627335,Hotel room,42,1,62,345
Near North Side,41.8923,-87.627335,Hotel room,42,1,25,345
Near West Side,41.88259,-87.64193,Entire home/apt,200,32,2,365
Edgewater,41.9921,-87.66001,Entire home/apt,279,2,61,256
Near North Side,41.89193,-87.63558,Entire home/apt,165,90,0,365
Austin,41.88428,-87.75062,Entire home/apt,250,1,1,364
Lower West Side,41.85601,-87.67138,Entire home/apt,109,30,5,145
Brighton Park,41.81979,-87.70315,Entire home/apt,119,2,67,90
Logan Square,41.918963,-87.708272,Entire home/apt,62,1,118,352
Near West Side,41.8839,-87.68541,Entire home/apt,100,32,14,222
West Town,41.88983,-87.64413,Entire home/apt,192,2,104,54
Humboldt Park,41.91068,-87.71291,Entire home/apt,259,2,13,180
South Shore,41.75824,-87.55608,Private room,45,32,23,0
Logan Square,41.92803,-87.69757,Entire home/apt,204,32,11,365
West Town,41.91136,-87.66981,Entire home/apt,49,1,30,1
Near North Side,41.9012,-87.62585,Entire home/apt,255,2,37,128
Woodlawn,41.783544,-87.613592,Private room,50,2,15,333
Uptown,41.97226,-87.66441,Entire home/apt,90,2,360,199
West Ridge,42.01181,-87.68867,Entire home/apt,111,2,18,359
West Ridge,42.01686,-87.6942,Private room,50,3,2,0
Near West Side,41.87003,-87.68831,Entire home/apt,122,1,97,335
West Town,41.89769,-87.66868,Entire home/apt,108,2,280,226
Pullman,41.6882,-87.60491,Entire home/apt,99,2,85,310
Near North Side,41.90066,-87.62649,Entire home/apt,350,32,20,363
Irving Park,41.95771,-87.71634,Private room,47,1,74,355
Near West Side,41.87145,-87.66085,Entire home/apt,154,2,138,31
Douglas,41.8258,-87.61993,Entire home/apt,98,1,121,112
South Shore,41.76103,-87.5889,Private room,55,32,34,360
Lower West Side,41.85862,-87.67896,Entire home/apt,127,2,22,0
Beverly,41.6997,-87.6691,Entire home/apt,170,2,75,82
South Shore,41.753124,-87.550407,Entire home/apt,307,1,68,85
Uptown,41.96051,-87.65316,Entire home/apt,126,2,16,0
Lake View,41.94529,-87.66094,Entire home/apt,191,3,57,89
West Town,41.89347,-87.65073,Private room,89,2,45,103
Woodlawn,41.78406,-87.61273,Entire home/apt,89,2,16,338
Woodlawn,41.78417,-87.61256,Private room,57,2,7,159
Lake View,41.94806,-87.66171,Entire home/apt,103,3,91,189
Lincoln Park,41.91237,-87.64121,Entire home/apt,126,1,67,60
Logan Square,41.92358,-87.72433,Entire home/apt,120,2,67,329
Humboldt Park,41.9073,-87.71118,Entire home/apt,89,3,0,29
Near North Side,41.898904,-87.62797,Entire home/apt,166,32,0,198
Near West Side,41.877858,-87.679355,Entire home/apt,99,1,137,318
Edgewater,41.98517,-87.66792,Entire home/apt,204,2,73,218
North Center,41.94043,-87.68306,Entire home/apt,98,32,105,264
Albany Park,41.96586,-87.7325,Entire home/apt,119,3,31,313
Ohare,41.96362,-87.83722,Entire home/apt,175,1,193,229
West Town,41.91101,-87.67559,Entire home/apt,219,2,56,71
Logan Square,41.92501,-87.699,Entire home/apt,110,31,0,365
Lake View,41.95708,-87.67162,Entire home/apt,132,1,261,166
Near West Side,41.86472,-87.64595,Entire home/apt,109,32,96,42
West Town,41.89763,-87.68022,Entire home/apt,250,32,11,0
Lake View,41.93337,-87.64156,Entire home/apt,65,2,31,0
Grand Boulevard,41.81374,-87.61497,Entire home/apt,349,2,24,268
Near West Side,41.87229,-87.68527,Entire home/apt,264,2,18,0
Lake View,41.95344,-87.67022,Entire home/apt,156,2,88,33
Near North Side,41.89846,-87.62186,Entire home/apt,155,32,0,365
Grand Boulevard,41.8218,-87.60995,Entire home/apt,200,1,1,357
Near North Side,41.8950138,-87.62791490000001,Entire home/apt,257,32,1,0
Near North Side,41.8950138,-87.62791490000001,Entire home/apt,209,32,0,0
Near North Side,41.8950138,-87.62791490000001,Entire home/apt,277,32,0,0
Mckinley Park,41.82332,-87.67019,Entire home/apt,89,1,211,122
Logan Square,41.92438,-87.69695,Entire home/apt,200,32,0,365
Lower West Side,41.85558,-87.66415,Entire home/apt,94,2,121,0
Near North Side,41.896218,-87.625711,Entire home/apt,144,32,1,351
West Garfield Park,41.8705494,-87.7236686,Entire home/apt,117,2,5,150
Near North Side,41.896218,-87.625711,Entire home/apt,168,32,2,328
Near North Side,41.90961,-87.6382,Entire home/apt,175,32,95,314
Uptown,41.9747,-87.66588,Entire home/apt,135,1,71,308
Lincoln Square,41.97287,-87.6871,Entire home/apt,120,2,48,341
South Shore,41.76122,-87.58806,Entire home/apt,53,29,26,328
Near West Side,41.87475,-87.68638,Entire home/apt,174,2,70,21
Near West Side,41.88269,-87.69194,Entire home/apt,110,32,115,331
Logan Square,41.92607,-87.70741,Entire home/apt,196,2,100,76
Avondale,41.93558,-87.69736,Entire home/apt,85,5,48,357
Norwood Park,41.99254,-87.78484,Private room,79,3,21,16
Grand Boulevard,41.81175,-87.61143,Entire home/apt,159,32,6,365
Lincoln Square,41.97219,-87.69762,Entire home/apt,109,2,148,58
New City,41.79424,-87.66138,Private room,30,32,18,334
Lake View,41.94484,-87.65049,Entire home/apt,200,1,1,0
Uptown,41.96595,-87.67233,Private room,90,32,1,0
Norwood Park,41.99036,-87.78878,Entire home/apt,82,1,210,168
Uptown,41.97562,-87.66286,Entire home/apt,121,2,111,105
Lake View,41.93735,-87.65652,Entire home/apt,105,32,40,67
Edgewater,41.99068,-87.65727,Private room,100,32,0,83
Rogers Park,42.00533,-87.66291,Entire home/apt,95,2,131,273
Avondale,41.93214,-87.71007,Entire home/apt,84,32,32,0
Near North Side,41.8977,-87.62222,Entire home/apt,162,28,10,296
Rogers Park,42.00121,-87.67118,Entire home/apt,55,32,33,16
Near North Side,41.8945286,-87.63340520000003,Entire home/apt,156,32,1,336
Near North Side,41.89778,-87.62245,Entire home/apt,200,32,0,282
